,'Til There Was You (1997),2.3333333333333335
1282,"Scout, The (1994)",2.6666666666666665
1283,Scream (1996),3.44142259414226
1284,Scream 2 (1997),3.2169811320754715
1285,Scream of Stone (Schrei aus Stein) (1991),3.0
1286,Screamers (1995),2.652173913043478
1287,"Search for One-eye Jimmy, The (1996)",2.6666666666666665
1288,Searching for Bobby Fischer (1993),3.9057971014492754
1289,"Second Jungle Book: Mowgli & Baloo, The (1997)",2.0
1290,"Secret Adventures of Tom Thumb, The (1993)",2.6
1291,"Secret Agent, The (1996)",3.0
1292,"Secret Garden, The (1993)",3.5443037974683542
1293,"Secret of Roan Inish, The (1994)",3.859154929577465
1294,Secrets & Lies (1996),4.265432098765432
1295,Selena (1997),3.625
1296,Sense and Sensibility (1995),4.0111940298507465
1297,Senseless (1998),2.4285714285714284
1298,Serial Mom (1994),2.814814814814815
1299,Set It Off (1996),3.421052631578948
1300,Seven (Se7en) (1995),3.8474576271186436
1301,Seven Years in Tibet (1997),3.4580645161290318
1302,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.5416666666666665
1303,"Sex, Lies, and Videotape (1989)",3.4752475247524752
1304,"Sexual Life of the Belgians, The (1994)",1.5
1305,Sgt. Bilko (1996),2.5675675675675675
1306,Shadow Conspiracy (1997),2.863636363636364
1307,Shadow of Angels (Schatten der Engel) (1976),1.0
1308,"Shadow, The (1994)",2.888888888888889
1309,Shadowlands (1993),3.935897435897436
1310,Shadows (Cienie) (1988),1.0
1311,"Shaggy Dog, The (1959)",3.0
1312,Shall We Dance? (1937),3.7058823529411766
1313,Shall We Dance? (1996),4.260869565217392
1314,Shallow Grave (1994),3.8181818181818175
1315,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.5769230769230766
1316,"Shawshank Redemption, The (1994)",4.445229681978798
1317,She's So Lovely (1997),2.7358490566037736
1318,She's the One (1996),3.0136986301369864
1319,Shiloh (1997),2.833333333333333
1320,Shine (1996),3.922480620155039
1321,"Shining, The (1980)",3.825242718446602
1322,"Shooter, The (1995)",2.6666666666666665
1323,Shooting Fish (1997),2.5
1324,Shopping (1994),2.0
1325,Short Cuts (1993),3.776119402985074
1326,"Show, The (1995)",3.0
1327,Showgirls (1995),1.9565217391304348
1328,"Silence of the Lambs, The (1991)",4.28974358974359
1329,"Silence of the Palace, The (Saimt el Qusur) (1994)",3.0
1330,"Simple Twist of Fate, A (1994)",3.2
1331,"Simple Wish, A (1997)",1.6666666666666667
1332,Singin' in the Rain (1952),3.992700729927008
1333,Sirens (1994),2.983050847457627
1334,Six Degrees of Separation (1993),3.77027027027027
1335,"Sixth Man, The (1997)",3.2222222222222223
1336,Sleeper (1973),3.634146341463415
1337,Sleepers (1996),3.5147928994082838
1338,Sleepless in Seattle (1993),3.539906103286385
1339,Sleepover (1995),3.0
1340,Sliding Doors (1998),2.6
1341,Sling Blade (1996),4.198529411764706
1342,"Slingshot, The (1993)",3.5
1343,Sliver (1993),2.4054054054054053
1344,Small Faces (1995),2.0
1345,"Smile Like Yours, A (1997)",2.88
1346,Smilla's Sense of Snow (1997),3.1666666666666665
1347,Smoke (1995),3.6216216216216215
1348,Sneakers (1992),3.513333333333333
1349,Snow White and the Seven Dwarfs (1937),3.7093023255813953
1350,So Dear to My Heart (1949),3.25
1351,So I Married an Axe Murderer (1993),3.0526315789473686
1352,Solo (1996),1.8333333333333333
1353,Some Folks Call It a Sling Blade (1993),4.2926829268292686
1354,Some Kind of Wonderful (1987),3.6610169491525424
1355,Some Like It Hot (1959),3.984375
1356,Some Mother's Son (1996),4.5
1357,Somebody to Love (1994),1.0
1358,Someone Else's America (1995),5.0
1359,Something to Talk About (1995),2.769230769230769
1360,Somewhere in Time (1980),3.4268292682926833
1361,Son in Law (1993),2.4871794871794872
1362,Sophie's Choice (1982),3.896551724137931
1363,Soul Food (1997),3.1694915254237284
1364,"Sound of Music, The (1965)",3.765765765765766
1365,Space Jam (1996),2.7741935483870965
1366,"Spanish Prisoner, The (1997)",4.0
1367,Spanking the Monkey (1994),3.0740740740740735
1368,Spawn (1997),2.6153846153846154
1369,"Specialist, The (1994)",2.25
1370,Species (1995),2.8666666666666667
1371,Speechless (1994),3.083333333333333
1372,Speed (1994),3.6478260869565218
1373,Speed 2: Cruise Control (1997),2.131578947368421
1374,Spellbound (1945),3.933333333333333
1375,Sphere (1998),2.9268292682926833
1376,Spice World (1997),2.1153846153846154
1377,Spirits of the Dead (Tre passi nel delirio) (1968),2.5
1378,"Spitfire Grill, The (1996)",3.8041237113402064
1379,Sprung (1997),2.0
1380,Spy Hard (1996),2.511627906976744
1381,Squeeze (1996),1.6666666666666667
1382,Stag (1997),2.1111111111111107
1383,Stalingrad (1993),3.1666666666666665
1384,Stalker (1979),3.5454545454545454
1385,Stand by Me (1986),3.8810572687224667
1386,Star Kid (1997),5.0
1387,"Star Maker, The (Uomo delle stelle, L') (1995)",3.1666666666666665
1388,Star Maps (1997),3.0526315789473686
1389,Star Trek III: The Search for Spock (1984),3.111111111111111
1390,Star Trek IV: The Voyage Home (1986),3.4472361809045227
1391,Star Trek V: The Final Frontier (1989),2.3968253968253967
1392,Star Trek VI: The Undiscovered Country (1991),3.279503105590062
1393,Star Trek: First Contact (1996),3.6602739726027407
1394,Star Trek: Generations (1994),3.3362068965517233
1395,Star Trek: The Motion Picture (1979),3.034188034188034
1396,Star Trek: The Wrath of Khan (1982),3.8155737704918034
1397,Star Wars (1977),4.359589041095891
1398,Stargate (1994),3.141732283464567
1399,"Stars Fell on Henrietta, The (1995)",2.333333333333333
1400,Starship Troopers (1997),3.2322274881516586
1401,"Steal Big, Steal Little (1995)",2.571428571428572
1402,Stealing Beauty (1996),3.375
1403,Steel (1997),2.1578947368421053
1404,Stefano Quantestorie (1993),1.0
1405,Stephen King's The Langoliers (1995),2.413793103448276
1406,"Sting, The (1973)",4.058091286307054
1407,Stonewall (1995),4.2
1408,"Story of Xinghua, The (1993)",3.2
1409,Strange Days (1995),3.2643678160919536
1410,Stranger in the House (1997),2.4285714285714284
1411,"Stranger, The (1994)",3.0
1412,Strawberry and Chocolate (Fresa y chocolate) (1993),3.272727272727273
1413,Street Fighter (1994),2.75
1414,"Streetcar Named Desire, A (1951)",3.8163265306122454
1415,Strictly Ballroom (1992),4.028846153846153
1416,Striking Distance (1993),2.583333333333333
1417,Stripes (1981),3.8
1418,Striptease (1996),2.238805970149253
1419,Stuart Saves His Family (1995),2.125
1420,"Stupids, The (1996)",2.0
1421,SubUrbia (1997),3.6666666666666665
1422,"Substance of Fire, The (1996)",3.25
1423,"Substitute, The (1996)",2.6938775510204085
1424,Sudden Death (1995),2.723404255319149
1425,Sudden Manhattan (1996),1.5
1426,"Sum of Us, The (1994)",3.5454545454545454
1427,"Sunchaser, The (1996)",3.0
1428,Sunset Blvd. (1950),4.2
1429,Sunset Park (1996),2.5
1430,Super Mario Bros. (1993),2.0769230769230766
1431,Supercop (1992),3.5384615384615383
1432,Surviving Picasso (1996),3.1052631578947367
1433,Surviving the Game (1994),2.4545454545454546
1434,Suture (1993),2.25
1435,"Swan Princess, The (1994)",2.8571428571428568
1436,"Sweet Hereafter, The (1997)",3.772727272727273
1437,Sweet Nothing (1995),3.0
1438,Swept from the Sea (1997),2.4285714285714284
1439,Swimming with Sharks (1995),3.5744680851063837
1440,Swingers (1996),3.828025477707006
1441,Swiss Family Robinson (1960),3.358974358974359
1442,Switchback (1997),2.8235294117647056
1443,Switchblade Sisters (1975),3.2307692307692313
1444,"Sword in the Stone, The (1963)",3.3292682926829267
1445,"Symphonie pastorale, La (1946)",1.0
1446,T-Men (1947),1.0
1447,Tainted (1998),3.0
1448,Tales From the Crypt Presents: Demon Knight (1995),2.976744186046512
1449,Tales from the Crypt Presents: Bordello of Blood (1996),2.636363636363636
1450,Tales from the Hood (1995),2.0370370370370368
1451,Talking About Sex (1994),1.8
1452,"Tango Lesson, The (1997)",3.3846153846153846
1453,Tank Girl (1995),2.8536585365853657
1454,Target (1995),3.0
1455,Taxi Driver (1976),4.12087912087912
1456,Telling Lies in America (1997),3.2307692307692313
1457,Temptress Moon (Feng Yue) (1996),1.6666666666666667
1458,Terminal Velocity (1994),2.676470588235294
1459,Terminator 2: Judgment Day (1991),4.0067796610169495
1460,"Terminator, The (1984)",3.933554817275748
1461,Terror in a Texas Town (1958),1.0
1462,Tetsuo II: Body Hammer (1992),2.6666666666666665
1463,That Darn Cat! (1965),2.473684210526316
1464,That Darn Cat! (1997),2.463414634146341
1465,That Old Feeling (1997),3.363636363636364
1466,That Thing You Do! (1996),3.4659090909090913
1467,The Courtyard (1995),1.0
1468,The Deadly Cure (1996),3.0
1469,The Innocent (1994),3.0
1470,Theodore Rex (1995),1.4
1471,They Made Me a Criminal (1939),5.0
1472,"Thieves (Voleurs, Les) (1996)",3.7142857142857135
1473,"Thin Blue Line, The (1988)",3.7714285714285714
1474,"Thin Line Between Love and Hate, A (1996)",2.4166666666666665
1475,"Thin Man, The (1934)",4.15
1476,Things to Do in Denver when You're Dead (1995),3.1549295774647885
1477,Thinner (1996),2.4489795918367347
1478,"Third Man, The (1949)",4.333333333333333
1479,Thirty-Two Short Films About Glenn Gould (1993),3.9444444444444446
1480,This Is Spinal Tap (1984),3.9057591623036654
1481,"Thousand Acres, A (1997)",3.4054054054054053
1482,"Three Caballeros, The (1945)",3.272727272727273
1483,Three Colors: Blue (1993),4.015625
1484,Three Colors: Red (1994),4.0602409638554215
1485,Three Colors: White (1994),3.864406779661017
1486,Three Lives and Only One Death (1996),3.0
1487,"Three Musketeers, The (1993)",3.3033707865168536
1488,Three Wishes (1995),3.2222222222222223
1489,Threesome (1994),2.838709677419355
1490,Tie Me Up! Tie Me Down! (1990),3.1875
1491,"Tie That Binds, The (1995)",2.4285714285714284
1492,Tigrero: A Film That Was Never Made (1994),1.0
1493,Time Tracers (1995),1.5
1494,"Time to Kill, A (1996)",3.685344827586207
1495,Timecop (1994),3.0967741935483866
1496,Tin Cup (1996),3.160621761658031
1497,"Tin Drum, The (Blechtrommel, Die) (1979)",3.7
1498,Tin Men (1987),3.07843137254902
1499,Titanic (1997),4.2457142857142856
1500,To Be or Not to Be (1942),3.611111111111111
1501,To Catch a Thief (1955),4.02
1502,To Cross the Rubicon (1991),1.0
1503,To Die For (1995),3.2758620689655173
1504,To Gillian on Her 37th Birthday (1996),3.0681818181818183
1505,"To Have, or Not (1995)",2.0
1506,To Kill a Mockingbird (1962),4.2922374429223735
1507,To Live (Huozhe) (1994),3.7857142857142856
1508,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.8947368421052637
1509,Tokyo Fist (1995),4.0
1510,Tom & Viv (1994),3.333333333333333
1511,Tom and Huck (1995),3.1666666666666665
1512,Tombstone (1993),3.6666666666666665
1513,Tommy Boy (1995),2.9090909090909087
1514,Tomorrow Never Dies (1997),3.4277777777777776
1515,Top Gun (1986),3.481818181818182
1516,Top Hat (1935),4.047619047619048
1517,Total Eclipse (1995),2.75
1518,Touch (1997),2.7777777777777777
1519,Touch of Evil (1958),3.9117647058823533
1520,Tough and Deadly (1995),3.0
1521,Touki Bouki (Journey of the Hyena) (1973),1.0
1522,Toy Story (1995),3.878318584070796
1523,Trainspotting (1996),3.884
1524,"Transformers: The Movie, The (1986)",2.84375
1525,Traveller (1997),3.3076923076923075
1526,"Treasure of the Sierra Madre, The (1948)",4.1
1527,Trees Lounge (1996),3.24
1528,Trial and Error (1997),2.5217391304347827
1529,Trial by Jury (1994),2.4285714285714284
1530,"Trigger Effect, The (1996)",3.2
1531,True Crime (1995),3.333333333333333
1532,True Lies (1994),3.5625
1533,True Romance (1993),3.615384615384616
1534,"Truman Show, The (1998)",2.9090909090909087
1535,Trust (1990),3.7894736842105265
1536,"Truth About Cats & Dogs, The (1996)",3.4852941176470584
1537,"Truth or Consequences, N.M. (1997)",2.0
1538,Turbo: A Power Rangers Movie (1997),1.8
1539,Turbulence (1997),2.565217391304348
1540,"Turning, The (1992)",2.5
1541,Twelfth Night (1996),3.4137931034482767
1542,Twelve Monkeys (1995),3.798469387755102
1543,Twilight (1998),2.5
1544,Twin Town (1997),2.1666666666666665
1545,Twisted (1996),3.5
1546,Twister (1996),3.2150170648464163
1547,Two Bits (1995),2.2
1548,Two Deaths (1995),2.25
1549,Two Friends (1986) ,3.0
1550,Two Much (1996),2.4285714285714284
1551,Two if by Sea (1996),2.6
1552,Two or Three Things I Know About Her (1966),3.75
1553,U Turn (1997),3.359375
1554,U.S. Marshalls (1998),3.0
1555,Ulee's Gold (1997),3.760869565217391
1556,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3.761904761904762
1557,"Unbearable Lightness of Being, The (1988)",3.4565217391304346
1558,Under Siege (1992),3.290322580645161
1559,Under Siege 2: Dark Territory (1995),2.458333333333333
1560,Underground (1995),2.8
1561,"Underneath, The (1995)",2.75
1562,Underworld (1997),2.5
1563,Unforgettable (1996),3.3235294117647056
1564,Unforgiven (1992),3.868131868131868
1565,Unhook the Stars (1996),2.5
1566,Unstrung Heroes (1995),3.3181818181818183
1567,Until the End of the World (Bis ans Ende der Welt) (1991),2.8260869565217392
1568,Unzipped (1995),3.5454545454545454
1569,Up Close and Personal (1996),3.1882352941176477
1570,Up in Smoke (1978),3.2553191489361697
1571,"Usual Suspects, The (1995)",4.3857677902621734
1572,Vampire in Brooklyn (1995),1.8333333333333333
1573,"Van, The (1996)",2.6666666666666665
1574,Vanya on 42nd Street (1994),3.592592592592593
1575,Vegas Vacation (1997),2.4
1576,Venice/Venice (1992),1.0
1577,Vermin (1998),2.0
1578,Vermont Is For Lovers (1992),1.0
1579,Vertigo (1958),4.251396648044691
1580,"Very Brady Sequel, A (1996)",2.3978494623655915
1581,"Very Natural Thing, A (1974)",1.0
1582,Victor/Victoria (1982),3.3376623376623376
1583,"Vie est belle, La (Life is Rosey) (1987)",1.0
1584,Village of the Damned (1995),2.6818181818181817
1585,Virtuosity (1995),2.736842105263158
1586,"Visitors, The (Visiteurs, Les) (1993)",3.5
1587,Volcano (1997),2.808219178082192
1588,Wag the Dog (1997),3.510948905109489
1589,Waiting for Guffman (1996),4.127659574468085
1590,Waiting to Exhale (1995),2.5
1591,"Walk in the Clouds, A (1995)",3.2857142857142856
1592,"Walk in the Sun, A (1945)",3.0
1593,Walkabout (1971),3.8461538461538463
1594,"Walking Dead, The (1995)",2.25
1595,Walking and Talking (1996),3.625
1596,Wallace & Gromit: The Best of Aardman Animation (1996),4.447761194029852
1597,"War Room, The (1993)",3.333333333333333
1598,"War at Home, The (1996)",2.0
1599,"War, The (1994)",3.2666666666666666
1600,Warriors of Virtue (1997),3.0
1601,Washington Square (1997),3.294117647058824
1602,Waterworld (1995),2.8039215686274512
1603,Wedding Bell Blues (1996),3.0
1604,"Wedding Gift, The (1994)",4.0
1605,"Wedding Singer, The (1998)",3.486111111111111
1606,Weekend at Bernie's (1989),2.6166666666666667
1607,Welcome To Sarajevo (1997),3.363636363636364
1608,Welcome to the Dollhouse (1995),3.7232142857142856
1609,Wend Kuuni (God's Gift) (1982),1.0
1610,Wes Craven's New Nightmare (1994),2.8
1611,What Happened Was... (1994),2.625
1612,What's Eating Gilbert Grape (1993),3.5391304347826087
1613,What's Love Got to Do with It (1993),3.488888888888889
1614,When Harry Met Sally... (1989),3.910344827586207
1615,When Night Is Falling (1995),3.4
1616,When We Were Kings (1996),4.045454545454546
1617,When a Man Loves a Woman (1994),3.4871794871794872
1618,When the Cats Away (Chacun cherche son chat) (1996),3.5625
1619,While You Were Sleeping (1995),3.5493827160493834
1620,"White Balloon, The (1995)",2.8
1621,White Man's Burden (1995),2.0
1622,White Squall (1996),3.4
1623,"Whole Wide World, The (1996)",4.0
1624,Widows' Peak (1994),3.5789473684210527
1625,"Wife, The (1995)",3.0
1626,Wild America (1997),2.888888888888889
1627,Wild Bill (1995),2.5
1628,"Wild Bunch, The (1969)",4.023255813953488
1629,Wild Reeds (1994),3.1428571428571432
1630,Wild Things (1998),2.727272727272727
1631,William Shakespeare's Romeo and Juliet (1996),3.5943396226415096
1632,Willy Wonka and the Chocolate Factory (1971),3.6319018404907975
1633,Window to Paris (1994),4.0
1634,Wings of Courage (1995),4.0
1635,Wings of Desire (1987),4.0
1636,"Wings of the Dove, The (1997)",3.68
1637,Winnie the Pooh and the Blustery Day (1968),3.8
1638,"Winter Guest, The (1997)",3.4444444444444446
1639,Wishmaster (1997),2.4444444444444446
1640,With Honors (1994),3.065217391304348
1641,Withnail and I (1987),3.2307692307692313
1642,Witness (1985),4.0
1643,"Wizard of Oz, The (1939)",4.077235772357724
1644,Wolf (1994),2.7014925373134333
1645,"Woman in Question, The (1950)",1.0
1646,"Women, The (1939)",3.6666666666666665
1647,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",4.0
1648,Wonderland (1997),3.2
1649,"Wooden Man's Bride, The (Wu Kui) (1994)",2.6666666666666665
1650,"World of Apu, The (Apur Sansar) (1959)",4.0
1651,"Wrong Trousers, The (1993)",4.466101694915254
1652,Wyatt Earp (1994),3.1
1653,Yankee Zulu (1994),1.0
1654,Year of the Horse (1997),3.2857142857142856
1655,You So Crazy (1994),3.0
1656,Young Frankenstein (1974),3.945
1657,Young Guns (1988),3.207920792079208
1658,Young Guns II (1990),2.772727272727273
1659,"Young Poisoner's Handbook, The (1995)",3.3414634146341466
1660,Zeus and Roxanne (1997),2.1666666666666665
1661,unknown,3.4444444444444446
1662,Á köldum klaka (Cold Fever) (1994),3.0
