,title,count,mean,std,min,25%,50%,75%,max
522,Fire on the Mountain (1996),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
523,Firestorm (1998),18.0,2.833333333333333,1.3394467690277296,1.0,2.0,3.0,3.75,5.0
524,"Firm, The (1993)",151.0,3.2781456953642385,0.9533026130063208,1.0,3.0,3.0,4.0,5.0
525,First Kid (1996),40.0,2.925,1.141018438467616,1.0,2.0,3.0,4.0,5.0
526,First Knight (1995),86.0,3.0232558139534884,1.1164728513971924,1.0,2.0,3.0,4.0,5.0
527,"First Wives Club, The (1996)",160.0,3.01875,1.1015819099833268,1.0,2.0,3.0,4.0,5.0
528,"Fish Called Wanda, A (1988)",247.0,3.785425101214575,0.9491706486087608,1.0,3.0,4.0,4.0,5.0
529,Fled (1996),34.0,2.647058823529412,1.011520096451794,1.0,2.0,3.0,3.0,5.0
530,Flesh and Bone (1993),6.0,2.833333333333333,0.983192080250175,2.0,2.0,2.5,3.75,4.0
531,"Flintstones, The (1994)",31.0,2.064516129032258,0.8920195764282208,1.0,1.5,2.0,2.5,5.0
532,Flipper (1996),20.0,2.45,1.2343760409722455,1.0,1.0,2.5,3.0,5.0
533,Flirt (1995),5.0,3.6,0.8944271909999159,3.0,3.0,3.0,4.0,5.0
534,Flirting With Disaster (1996),42.0,3.690476190476191,0.896826253344299,1.0,3.0,4.0,4.0,5.0
535,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",6.0,3.1666666666666665,1.1690451944500122,1.0,3.0,3.5,4.0,4.0
536,Flubber (1997),53.0,2.7547169811320757,1.0543984865125429,1.0,2.0,3.0,3.0,5.0
537,Fluke (1995),14.0,2.4285714285714284,1.0894095588038442,1.0,2.0,2.0,3.0,4.0
538,Fly Away Home (1996),180.0,3.6,0.9489776916334106,1.0,3.0,4.0,4.0,5.0
539,"Fog, The (1980)",23.0,2.739130434782609,1.0538842141140996,1.0,2.0,3.0,3.5,5.0
540,Fools Rush In (1997),24.0,3.0,1.0632190661423901,1.0,2.75,3.0,4.0,5.0
541,For Ever Mozart (1996),3.0,2.0,1.7320508075688772,1.0,1.0,1.0,2.5,4.0
542,For Love or Money (1993),12.0,2.833333333333333,0.8348471099367218,1.0,2.75,3.0,3.0,4.0
543,For Richer or Poorer (1997),14.0,2.4285714285714284,0.9376144618769908,1.0,2.0,3.0,3.0,4.0
544,For Whom the Bell Tolls (1943),20.0,4.0,0.8583950752789521,3.0,3.0,4.0,5.0,5.0
545,For the Moment (1994),3.0,2.6666666666666665,2.081665999466133,1.0,1.5,2.0,3.5,5.0
546,"Forbidden Christ, The (Cristo proibito, Il) (1950)",4.0,2.75,1.2583057392117916,1.0,2.5,3.0,3.25,4.0
547,Forbidden Planet (1956),67.0,3.835820895522388,0.8633447102100472,1.0,3.0,4.0,4.0,5.0
548,Foreign Correspondent (1940),15.0,3.8666666666666663,0.7432233529572065,3.0,3.0,4.0,4.0,5.0
549,Foreign Student (1994),2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
550,Forget Paris (1995),62.0,3.193548387096774,1.0533118679018714,1.0,3.0,3.0,4.0,5.0
551,Forrest Gump (1994),321.0,3.853582554517134,1.0754626621574102,1.0,3.0,4.0,5.0,5.0
552,Four Days in September (1997),12.0,3.75,1.4847711791873706,1.0,3.0,4.0,5.0,5.0
553,Four Rooms (1995),90.0,3.033333333333333,1.2127598760075844,1.0,2.0,3.0,4.0,5.0
554,Four Weddings and a Funeral (1994),251.0,3.661354581673306,0.89042717712844,1.0,3.0,4.0,4.0,5.0
555,"Fox and the Hound, The (1981)",61.0,3.1475409836065573,1.077590917645629,1.0,2.0,3.0,4.0,5.0
556,Foxfire (1996),15.0,2.933333333333333,0.8837151016885367,1.0,2.5,3.0,3.5,4.0
557,Frankie Starlight (1995),4.0,2.5,1.0,2.0,2.0,2.0,2.5,4.0
558,Free Willy (1993),33.0,2.4545454545454546,1.1205720941473682,1.0,2.0,2.0,3.0,5.0
559,Free Willy 2: The Adventure Home (1995),11.0,2.1818181818181817,1.3280197150781925,1.0,1.0,2.0,2.5,5.0
560,Free Willy 3: The Rescue (1997),27.0,1.7407407407407407,1.0594843663344555,1.0,1.0,1.0,2.0,4.0
561,Freeway (1996),42.0,3.3571428571428568,1.2061110366598145,1.0,2.25,4.0,4.0,5.0
562,French Kiss (1995),84.0,3.333333333333333,0.9735456664474628,1.0,3.0,3.0,4.0,5.0
563,French Twist (Gazon maudit) (1995),39.0,3.2051282051282053,1.030571818266242,1.0,3.0,3.0,4.0,5.0
564,Fresh (1994),10.0,4.1,0.5676462121975466,3.0,4.0,4.0,4.0,5.0
565,Friday (1995),26.0,3.4615384615384617,0.9478721108153452,1.0,3.0,3.5,4.0,5.0
566,Fried Green Tomatoes (1991),153.0,3.7647058823529416,0.971736819216208,1.0,3.0,4.0,5.0,5.0
567,"Frighteners, The (1996)",115.0,3.2347826086956517,0.9852458485835046,1.0,3.0,3.0,4.0,5.0
568,Frisk (1995),3.0,2.6666666666666665,1.5275252316519463,1.0,2.0,3.0,3.5,4.0
569,From Dusk Till Dawn (1996),92.0,3.1195652173913038,1.1752240030047094,1.0,2.0,3.0,4.0,5.0
570,"Fugitive, The (1993)",336.0,4.044642857142857,0.8035933425109563,1.0,4.0,4.0,5.0,5.0
571,Full Metal Jacket (1987),170.0,3.6823529411764704,0.9510102346512456,1.0,3.0,4.0,4.0,5.0
572,"Full Monty, The (1997)",315.0,3.9269841269841272,0.9465334589538926,1.0,3.0,4.0,5.0,5.0
573,Full Speed (1996),8.0,3.125,1.1259916264596033,2.0,2.0,3.0,4.0,5.0
574,"Funeral, The (1996)",21.0,2.4285714285714284,1.0281745265969475,1.0,1.0,3.0,3.0,4.0
575,Funny Face (1957),21.0,3.6666666666666665,0.9128709291752768,2.0,3.0,4.0,4.0,5.0
576,"Further Gesture, A (1996)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
577,G.I. Jane (1997),175.0,3.36,1.1554966091655603,1.0,3.0,3.0,4.0,5.0
578,Gabbeh (1996),6.0,3.333333333333333,1.3662601021279464,1.0,3.0,3.5,4.0,5.0
579,"Game, The (1997)",251.0,3.593625498007968,1.0402880385678055,1.0,3.0,4.0,4.0,5.0
580,Gandhi (1982),195.0,4.0205128205128196,0.7992198151817298,1.0,3.5,4.0,5.0,5.0
581,Gang Related (1997),16.0,2.6875,1.4476993242152645,1.0,1.0,3.0,4.0,5.0
582,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",24.0,3.9166666666666665,0.8805466023105077,2.0,3.0,4.0,5.0,5.0
583,Gaslight (1944),35.0,3.8857142857142857,0.7581490064402819,2.0,3.0,4.0,4.0,5.0
584,"Gate of Heavenly Peace, The (1995)",1.0,4.0,,4.0,4.0,4.0,4.0,4.0
585,Gattaca (1997),136.0,3.5955882352941178,0.9457795254050392,1.0,3.0,4.0,4.0,5.0
586,"Gay Divorcee, The (1934)",15.0,3.8666666666666663,0.9154754164341268,3.0,3.0,4.0,5.0,5.0
587,George of the Jungle (1997),162.0,2.685185185185185,1.1392065573899552,1.0,2.0,3.0,3.75,5.0
588,Georgia (1995),30.0,2.9,0.994814139633024,1.0,2.0,3.0,3.75,5.0
589,Germinal (1993),4.0,3.0,1.4142135623730951,1.0,2.5,3.5,4.0,4.0
590,Geronimo: An American Legend (1993),9.0,3.111111111111111,1.0540925533894598,1.0,3.0,3.0,4.0,4.0
591,Get Shorty (1995),209.0,3.5502392344497613,0.9650689693325784,1.0,3.0,4.0,4.0,5.0
592,Get on the Bus (1996),38.0,3.3157894736842106,1.1649211354328215,1.0,3.0,3.0,4.0,5.0
593,"Getaway, The (1994)",18.0,2.333333333333333,0.9074852129730302,1.0,2.0,2.0,3.0,4.0
594,Getting Away With Murder (1996),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
595,Getting Even with Dad (1994),5.0,1.6,0.8944271909999159,1.0,1.0,1.0,2.0,3.0
596,Ghost (1990),170.0,3.4647058823529413,1.0096816397135582,1.0,3.0,4.0,4.0,5.0
597,"Ghost and Mrs. Muir, The (1947)",43.0,3.651162790697674,0.8418720898838254,2.0,3.0,4.0,4.0,5.0
598,"Ghost and the Darkness, The (1996)",128.0,3.203125,1.0451189511473056,1.0,3.0,3.0,4.0,5.0
599,Ghost in the Shell (Kokaku kidotai) (1995),26.0,3.6538461538461537,1.32490928571907,1.0,3.0,4.0,5.0,5.0
600,Ghosts of Mississippi (1996),29.0,3.4827586206896552,1.056297092109047,1.0,3.0,4.0,4.0,5.0
601,Giant (1956),51.0,3.7450980392156863,0.844822756675078,2.0,3.0,4.0,4.0,5.0
602,Gigi (1958),41.0,3.6585365853658534,1.0394651532774193,1.0,3.0,4.0,4.0,5.0
603,Gilligan's Island: The Movie (1998),3.0,1.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.5,2.0
604,Girl 6 (1996),25.0,2.76,1.0519822558706335,1.0,2.0,3.0,3.0,5.0
605,Girl in the Cadillac (1995),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
606,Girls Town (1996),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
607,"Glass Shield, The (1994)",2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
608,Glengarry Glen Ross (1992),69.0,3.463768115942029,1.078938887013362,1.0,3.0,4.0,4.0,5.0
609,"Glimmer Man, The (1996)",48.0,2.75,1.0619131671036408,1.0,2.0,3.0,4.0,5.0
610,Glory (1989),171.0,4.076023391812867,0.7821978684015689,2.0,4.0,4.0,5.0,5.0
611,Go Fish (1994),15.0,3.2,1.0823255385643322,1.0,3.0,3.0,4.0,5.0
612,"Godfather, The (1972)",413.0,4.283292978208232,0.9345767973628604,1.0,4.0,5.0,5.0,5.0
613,"Godfather: Part II, The (1974)",209.0,4.186602870813397,0.9191407150323508,1.0,4.0,4.0,5.0,5.0
614,Gold Diggers: The Secret of Bear Mountain (1995),10.0,3.1,1.1972189997378648,1.0,2.25,3.0,4.0,5.0
615,Golden Earrings (1947),2.0,4.0,1.4142135623730951,3.0,3.5,4.0,4.5,5.0
616,GoldenEye (1995),131.0,3.206106870229008,0.9664969039857174,1.0,3.0,3.0,4.0,5.0
617,Gone Fishin' (1997),11.0,1.818181818181818,0.873862897505303,1.0,1.0,2.0,2.5,3.0
618,Gone with the Wind (1939),172.0,3.8546511627906983,1.0851638490824165,1.0,3.0,4.0,5.0,5.0
619,"Good Man in Africa, A (1994)",2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
620,Good Morning (1971),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
621,Good Will Hunting (1997),198.0,4.262626262626263,0.8258004403156712,2.0,4.0,4.0,5.0,5.0
622,"Good, The Bad and The Ugly, The (1966)",137.0,3.8613138686131383,0.9089625773037092,1.0,3.0,4.0,5.0,5.0
623,GoodFellas (1990),226.0,3.951327433628319,0.9625535523801304,1.0,3.0,4.0,5.0,5.0
624,"Goofy Movie, A (1995)",20.0,2.9,1.020835571068081,1.0,2.0,3.0,4.0,4.0
625,Gordy (1995),3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
626,Grace of My Heart (1996),8.0,3.25,1.2817398889233114,2.0,2.0,3.0,4.25,5.0
627,"Graduate, The (1967)",239.0,4.104602510460252,0.9175802514269774,1.0,4.0,4.0,5.0,5.0
628,"Grand Day Out, A (1992)",66.0,4.106060606060606,0.9136366535619806,1.0,4.0,4.0,5.0,5.0
629,"Grass Harp, The (1995)",9.0,3.2222222222222223,1.301708279317776,1.0,3.0,3.0,4.0,5.0
630,Grateful Dead (1995),4.0,3.5,1.2909944487358056,2.0,2.75,3.5,4.25,5.0
631,Grease (1978),170.0,3.3470588235294123,1.232027072177592,1.0,2.0,4.0,4.0,5.0
632,Grease 2 (1982),24.0,2.0,1.1033545687347408,1.0,1.0,2.0,2.0,5.0
633,"Great Day in Harlem, A (1994)",1.0,5.0,,5.0,5.0,5.0,5.0,5.0
634,"Great Dictator, The (1940)",46.0,4.021739130434782,0.9306898381733986,1.0,3.25,4.0,5.0,5.0
635,"Great Escape, The (1963)",124.0,4.104838709677419,0.8536725861494191,2.0,4.0,4.0,5.0,5.0
636,Great Expectations (1998),27.0,3.2222222222222223,0.9336995618478524,1.0,3.0,3.0,4.0,5.0
637,"Great Race, The (1965)",31.0,3.290322580645161,0.9016114605562928,2.0,3.0,3.0,4.0,5.0
638,"Great White Hype, The (1996)",49.0,2.7551020408163267,1.031394934156689,1.0,2.0,3.0,3.0,4.0
639,Gridlock'd (1997),19.0,3.2105263157894735,1.3156725094212405,1.0,2.5,3.0,4.0,5.0
640,"Grifters, The (1990)",89.0,3.4831460674157304,0.9898617850093304,1.0,3.0,4.0,4.0,5.0
641,Grosse Fatigue (1994),4.0,3.25,1.707825127659933,1.0,2.5,3.5,4.25,5.0
642,Grosse Pointe Blank (1997),160.0,3.675,0.9420304579193816,1.0,3.0,4.0,4.0,5.0
643,Groundhog Day (1993),280.0,3.764285714285714,0.936023115587144,1.0,3.0,4.0,4.0,5.0
644,Grumpier Old Men (1995),148.0,3.0405405405405403,1.0934460186146335,1.0,2.0,3.0,4.0,5.0
645,Guantanamera (1994),4.0,3.75,0.957427107756338,3.0,3.0,3.5,4.25,5.0
646,Guilty as Sin (1993),6.0,2.1666666666666665,0.7527726527090809,1.0,2.0,2.0,2.75,3.0
647,Gumby: The Movie (1995),5.0,2.6,1.51657508881031,1.0,2.0,2.0,3.0,5.0
648,Hackers (1995),33.0,2.606060606060606,1.0879853497231118,1.0,2.0,3.0,3.0,5.0
649,Half Baked (1998),20.0,2.5,1.5043795713638368,1.0,1.0,3.0,4.0,5.0
650,Halloween: The Curse of Michael Myers (1995),25.0,2.2,1.2583057392117916,1.0,1.0,2.0,3.0,5.0
651,Hamlet (1996),90.0,4.011111111111111,0.8545245664734373,2.0,4.0,4.0,5.0,5.0
652,Hana-bi (1997),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
653,Happy Gilmore (1996),149.0,3.389261744966443,1.2231517187056595,1.0,3.0,3.0,4.0,5.0
654,Hard Eight (1996),15.0,4.0,0.9258200997725514,2.0,3.5,4.0,5.0,5.0
655,Hard Rain (1998),31.0,2.9032258064516134,1.1359236684941294,1.0,2.0,3.0,4.0,5.0
656,Hard Target (1993),40.0,2.7,1.0426789952710698,1.0,2.0,3.0,3.25,5.0
657,Harlem (1993),4.0,2.75,1.707825127659933,1.0,1.75,2.5,3.5,5.0
658,Harold and Maude (1971),121.0,3.8181818181818175,1.0246950765959604,1.0,3.0,4.0,4.0,5.0
659,Harriet the Spy (1996),40.0,2.7,1.0669871313476742,1.0,2.0,3.0,3.25,4.0
660,"Hate (Haine, La) (1995)",18.0,3.5,1.2485285456935955,1.0,3.0,4.0,4.0,5.0
661,"Haunted World of Edward D. Wood Jr., The (1995)",15.0,3.733333333333333,1.2227992865708155,1.0,3.0,4.0,5.0,5.0
662,He Walked by Night (1948),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
663,Head Above Water (1996),4.0,3.0,1.1547005383792517,2.0,2.0,3.0,4.0,4.0
664,Hear My Song (1991),8.0,3.25,1.035098339013531,1.0,3.0,3.5,4.0,4.0
665,Hearts and Minds (1996),5.0,3.8,1.095445115010332,2.0,4.0,4.0,4.0,5.0
666,Heat (1995),223.0,3.569506726457399,1.0060014636044874,1.0,3.0,4.0,4.0,5.0
667,Heathers (1989),171.0,3.690058479532164,1.0016841683038702,1.0,3.0,4.0,4.0,5.0
668,Heaven & Earth (1993),9.0,2.555555555555556,0.5270462766947298,2.0,2.0,3.0,3.0,3.0
669,Heaven's Prisoners (1996),27.0,2.5185185185185186,1.1221672153735642,1.0,2.0,2.0,3.0,5.0
670,Heavenly Creatures (1994),70.0,3.6714285714285713,1.0996893971419095,1.0,3.0,4.0,4.0,5.0
671,Heavy (1995),5.0,2.4,0.8944271909999159,1.0,2.0,3.0,3.0,3.0
672,Heavy Metal (1981),73.0,3.2602739726027403,1.1905577271490344,1.0,2.0,3.0,4.0,5.0
673,Heavyweights (1994),13.0,2.1538461538461537,1.0681880176381129,1.0,1.0,2.0,3.0,4.0
674,Hedd Wyn (1992),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
675,Heidi Fleiss: Hollywood Madam (1995) ,13.0,2.6923076923076925,1.3155870289605438,1.0,2.0,3.0,4.0,5.0
676,Hellraiser: Bloodline (1996),18.0,2.0,1.0289915108550531,1.0,1.0,2.0,2.75,4.0
677,Henry V (1989),124.0,4.137096774193549,0.9046822864072802,1.0,4.0,4.0,5.0,5.0
678,Herbie Rides Again (1974),11.0,2.272727272727273,1.009049958219026,1.0,1.5,2.0,3.0,4.0
679,Hercules (1997),66.0,3.515151515151515,0.9646430067834056,1.0,3.0,4.0,4.0,5.0
680,Here Comes Cookie (1935),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
681,Hideaway (1995),9.0,2.4444444444444446,1.130388330520878,1.0,2.0,2.0,3.0,4.0
682,High Noon (1952),88.0,4.102272727272728,0.8170562907389888,2.0,4.0,4.0,5.0,5.0
683,High School High (1996),29.0,2.6206896551724137,1.0492784290524977,1.0,2.0,2.0,3.0,5.0
684,Higher Learning (1995),30.0,3.333333333333333,1.1841869998335202,1.0,2.25,3.0,4.0,5.0
685,Highlander (1986),153.0,3.5359477124183005,1.082310781997006,1.0,3.0,4.0,4.0,5.0
686,Highlander III: The Sorcerer (1994),16.0,2.125,1.0878112581387147,1.0,1.0,2.0,3.0,5.0
687,His Girl Friday (1940),56.0,4.0,0.7385489458759964,3.0,3.0,4.0,5.0,5.0
688,Hollow Reed (1996),6.0,2.333333333333333,1.0327955589886444,1.0,2.0,2.0,2.75,4.0
689,Homage (1995),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
690,Home Alone (1990),137.0,3.0875912408759123,1.039474220563854,1.0,2.0,3.0,4.0,5.0
691,Home Alone 3 (1997),19.0,1.8947368421052633,1.3701069237311885,1.0,1.0,1.0,2.5,5.0
692,Home for the Holidays (1995),58.0,3.155172413793104,1.2254855698998126,1.0,2.0,3.0,4.0,5.0
693,Homeward Bound II: Lost in San Francisco (1996),32.0,2.78125,1.2374368670764582,1.0,2.0,3.0,4.0,5.0
694,Homeward Bound: The Incredible Journey (1993),61.0,3.2131147540983607,1.127160948258361,1.0,3.0,3.0,4.0,5.0
695,Hoodlum (1997),73.0,2.9315068493150687,1.1940682923342325,1.0,2.0,3.0,4.0,5.0
696,Hoop Dreams (1994),117.0,4.094017094017094,0.9736432291328836,1.0,4.0,4.0,5.0,5.0
697,"Horse Whisperer, The (1998)",7.0,2.7142857142857144,1.7043362064926937,1.0,1.0,3.0,4.0,5.0
698,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",9.0,4.111111111111111,0.7817359599705717,3.0,4.0,4.0,5.0,5.0
699,Hostile Intentions (1994),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
700,Hot Shots! Part Deux (1993),68.0,2.764705882352941,0.9942768625326981,1.0,2.0,3.0,3.0,5.0
701,Hotel de Love (1996),4.0,3.25,1.707825127659933,1.0,2.5,3.5,4.25,5.0
702,"Hour of the Pig, The (1993)",14.0,3.571428571428572,0.5135525910130956,3.0,3.0,4.0,4.0,4.0
703,House Arrest (1996),25.0,2.52,0.9626352718795768,1.0,2.0,3.0,3.0,4.0
704,House Party 3 (1994),9.0,2.0,0.7071067811865476,1.0,2.0,2.0,2.0,3.0
705,"House of Yes, The (1997)",18.0,3.0,1.2833778958394957,1.0,2.0,3.0,4.0,5.0
706,"House of the Spirits, The (1993)",24.0,3.0416666666666665,0.8064504441319253,2.0,2.75,3.0,3.25,5.0
707,Houseguest (1994),24.0,2.833333333333333,0.7613869876268812,2.0,2.0,3.0,3.0,5.0
708,How to Be a Player (1997),21.0,2.761904761904762,1.1359912809859902,1.0,2.0,3.0,3.0,5.0
709,How to Make an American Quilt (1995),71.0,3.3380281690140845,0.9249503766122652,1.0,3.0,3.0,4.0,5.0
710,"Howling, The (1981)",38.0,3.0263157894736836,0.8538257973242472,1.0,2.25,3.0,4.0,5.0
711,"Hudsucker Proxy, The (1994)",110.0,3.5545454545454547,1.1218134371735735,1.0,3.0,4.0,4.0,5.0
712,Hugo Pool (1997),7.0,3.2857142857142856,2.138089935299395,1.0,1.0,5.0,5.0,5.0
713,"Hunchback of Notre Dame, The (1996)",127.0,3.377952755905512,0.9994374120511126,1.0,3.0,3.0,4.0,5.0
714,"Hungarian Fairy Tale, A (1987)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
715,"Hunt for Red October, The (1990)",227.0,3.8634361233480177,0.8893831008655713,1.0,3.0,4.0,5.0,5.0
716,"Hunted, The (1995)",3.0,2.0,1.0,1.0,1.5,2.0,2.5,3.0
717,Hurricane Streets (1998),9.0,2.6666666666666665,1.5,1.0,1.0,3.0,4.0,5.0
718,Hush (1998),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
719,I Can't Sleep (J'ai pas sommeil) (1994),3.0,2.6666666666666665,1.5275252316519463,1.0,2.0,3.0,3.5,4.0
720,I Don't Want to Talk About It (De eso no se habla) (1993),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
721,I Know What You Did Last Summer (1997),100.0,3.06,1.2045368781855923,1.0,2.0,3.0,4.0,5.0
722,I Like It Like That (1994),3.0,2.333333333333333,1.1547005383792517,1.0,2.0,3.0,3.0,3.0
723,I Love Trouble (1994),10.0,2.5,0.8498365855987975,1.0,2.0,2.5,3.0,4.0
724,I Shot Andy Warhol (1996),37.0,3.3783783783783785,1.114334663259535,1.0,3.0,4.0,4.0,5.0
725,I'll Do Anything (1994),10.0,2.6,1.1737877907772671,1.0,2.0,2.5,3.75,4.0
726,I'm Not Rappaport (1996),17.0,3.0,1.118033988749895,1.0,2.0,3.0,4.0,5.0
727,"I, Worst of All (Yo, la peor de todas) (1990)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
728,I.Q. (1994),81.0,3.320987654320988,0.8920084149522797,1.0,3.0,3.0,4.0,5.0
729,"Ice Storm, The (1997)",108.0,3.611111111111111,1.048660323231622,1.0,3.0,4.0,4.0,5.0
730,If Lucy Fell (1996),29.0,2.7586206896551726,1.1848801149059376,1.0,2.0,3.0,4.0,5.0
731,Ill Gotten Gains (1997),3.0,2.333333333333333,1.1547005383792517,1.0,2.0,3.0,3.0,3.0
732,Immortal Beloved (1994),63.0,3.4603174603174605,1.1191211532528382,1.0,3.0,4.0,4.0,5.0
733,In & Out (1997),230.0,3.3043478260869565,1.0992169745283795,1.0,3.0,3.5,4.0,5.0
734,In Love and War (1996),28.0,3.4285714285714284,1.168366109179552,1.0,3.0,4.0,4.0,5.0
735,In the Army Now (1994),18.0,2.2777777777777777,1.1274936053323579,1.0,1.0,2.0,3.0,4.0
736,In the Bleak Midwinter (1995),16.0,3.6875,1.25,1.0,3.0,4.0,4.25,5.0
737,In the Company of Men (1997),66.0,3.712121212121212,1.133614389941123,1.0,3.0,4.0,4.75,5.0
738,In the Line of Duty 2 (1987),4.0,2.75,1.707825127659933,1.0,1.75,2.5,3.5,5.0
739,In the Line of Fire (1993),169.0,3.792899408284024,0.7858551578419469,1.0,3.0,4.0,4.0,5.0
740,In the Mouth of Madness (1995),26.0,2.8846153846153846,1.2108483993274497,1.0,2.0,3.0,4.0,5.0
741,In the Name of the Father (1993),102.0,3.9117647058823533,0.8571532572794461,1.0,3.0,4.0,4.0,5.0
742,In the Realm of the Senses (Ai no corrida) (1976),9.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0
743,Incognito (1997),10.0,3.5,1.7159383568311668,1.0,2.25,4.0,5.0,5.0
744,Independence Day (ID4) (1996),429.0,3.438228438228438,1.1165838396907464,1.0,3.0,4.0,4.0,5.0
745,Indian Summer (1996),20.0,3.25,1.2513150976809202,1.0,2.75,3.0,4.0,5.0
746,"Indian in the Cupboard, The (1995)",39.0,2.8205128205128207,1.09716848180345,1.0,2.0,3.0,3.0,5.0
747,Indiana Jones and the Last Crusade (1989),331.0,3.930513595166163,0.8762900666304635,1.0,3.0,4.0,5.0,5.0
748,Infinity (1996),6.0,2.6666666666666665,1.8618986725025253,1.0,1.0,2.5,4.0,5.0
749,"Inkwell, The (1994)",3.0,3.333333333333333,0.5773502691896258,3.0,3.0,3.0,3.5,4.0
750,"Innocent Sleep, The (1995)",2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
751,"Innocents, The (1961)",4.0,4.25,0.5,4.0,4.0,4.0,4.25,5.0
752,"Inspector General, The (1949)",18.0,3.7222222222222223,1.0740552924509197,1.0,3.0,4.0,4.0,5.0
753,Interview with the Vampire (1994),137.0,3.1824817518248176,1.0656327732315396,1.0,3.0,3.0,4.0,5.0
754,Intimate Relations (1996),2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
755,Inventing the Abbotts (1997),23.0,3.1304347826086962,0.9678630550241252,1.0,3.0,3.0,4.0,4.0
756,"Invitation, The (Zaproszenie) (1986)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
757,"Island of Dr. Moreau, The (1996)",57.0,2.1578947368421053,0.902169482101944,1.0,1.0,2.0,3.0,4.0
758,It Could Happen to You (1994),46.0,3.652173913043478,0.8998121113592504,1.0,3.0,4.0,4.0,5.0
759,It Happened One Night (1934),81.0,4.012345679012347,0.7825251938515113,2.0,4.0,4.0,5.0,5.0
760,It Takes Two (1995),3.0,2.6666666666666665,1.5275252316519463,1.0,2.0,3.0,3.5,4.0
761,It's My Party (1995),21.0,3.2857142857142856,1.1464230084422216,1.0,3.0,3.0,4.0,5.0
762,It's a Wonderful Life (1946),231.0,4.121212121212121,0.9925944497958276,1.0,4.0,4.0,5.0,5.0
763,JLG/JLG - autoportrait de décembre (1994),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
764,Jack (1996),70.0,3.1428571428571432,0.982244018881968,1.0,2.0,3.0,4.0,5.0
765,Jack and Sarah (1995),7.0,2.142857142857143,1.0690449676496974,1.0,1.5,2.0,2.5,4.0
766,"Jackal, The (1997)",87.0,3.1494252873563218,1.1666762133492634,1.0,2.0,3.0,4.0,5.0
767,Jackie Brown (1997),126.0,3.6428571428571432,1.0841718366700783,1.0,3.0,4.0,4.0,5.0
768,Jackie Chan's First Strike (1996),145.0,3.2551724137931037,1.0722465405298167,1.0,3.0,3.0,4.0,5.0
769,Jade (1995),17.0,2.294117647058824,1.1599949289950011,1.0,1.0,2.0,3.0,5.0
770,James and the Giant Peach (1996),126.0,3.126984126984127,1.0038655446552749,1.0,3.0,3.0,4.0,5.0
771,Jane Eyre (1996),63.0,3.4761904761904763,1.1338934190276817,1.0,3.0,4.0,4.0,5.0
772,Jason's Lyric (1994),8.0,3.0,1.1952286093343936,1.0,2.75,3.0,3.25,5.0
773,Jaws (1975),280.0,3.775,0.985240541558854,1.0,3.0,4.0,4.0,5.0
774,Jaws 2 (1978),66.0,2.6666666666666665,1.0860419786947368,1.0,2.0,3.0,3.0,5.0
775,Jaws 3-D (1983),16.0,1.9375,0.9287087810503356,1.0,1.0,2.0,2.25,4.0
776,Jean de Florette (1986),64.0,4.109375,0.8566673614968463,1.0,4.0,4.0,5.0,5.0
777,Jefferson in Paris (1995),5.0,2.0,0.7071067811865476,1.0,2.0,2.0,2.0,3.0
778,Jeffrey (1995),34.0,3.5294117647058822,0.9919461775980272,1.0,3.0,4.0,4.0,5.0
779,"Jerky Boys, The (1994)",3.0,2.6666666666666665,1.5275252316519463,1.0,2.0,3.0,3.5,4.0
780,Jerry Maguire (1996),384.0,3.7109375,0.9379078747201886,1.0,3.0,4.0,4.0,5.0
781,Jimmy Hollywood (1994),8.0,2.875,0.9910312089651148,1.0,2.75,3.0,3.25,4.0
